Word	Freq	Count	Epitran	CharSiu	XPF	WikiPron
apríl	557.532853320495	7078		aː pʰ r iː l		
inn	555.0122187759547	7046		ɪ nː		
ágúst	554.5395997988534	7040		a uː k u s t		
oft	553.1217428675495	7022		ɔ f t		
sína	546.1899978700638	6934		s iː n a		
júlí	545.0872202568274	6920		j uː l iː		j uː l iː
nóvember	542.9604348598716	6893		n o uː v ɛ m p ɛː r		
sama	534.8471424196327	6790		s aː m a		
desember	532.9566665112276	6766		t ɛː s ɛ m p ɛː r		
nú	532.3265078750925	6758		n uː		n uː
má	529.7271035010353	6725		m a uː		m a uː
aðeins	520.9836524246614	6614		aː ð e i n s		aː ð e i n s
nöfn	515.6273040175133	6546		n œ p n		
fékk	511.29496339408485	6491		f j ɛ h k		
white	510.2709556103654	6478		w ɪː t ɛ		
hluti	509.4044874856796	6467		l̥ ʏː t ɪ		l̥ ʏː t ɪ
hlutfall	505.85984515741995	6422		l̥ ʏː t f a t l		
getur	498.9281001599343	6334		c ɛː t ʏ r		
eitt	498.2979415237992	6326		e i h t		e i h t
sinni	497.5102432286304	6316		s ɪ nː ɪ		s ɪ nː ɪ
febrúar	494.9896086840901	6284		f ɛː p r uː a r		
jón	494.1231405594044	6273		j o uː n		j o uː n
year	491.36619652631356	6238		iː j ɛː a r		
unit	490.1846490835603	6223		ʏː n ɪː t		
bæði	482.62274544993954	6127		p a iː ð ɪ		
late	479.7082617578149	6090		l aː t ɛ		
væri	477.660246190376	6064		v a iː r ɪ		
period	477.5027065313422	6062		pʰ ɛː r ɪ ɔː t		
colors	476.39992891810584	6048		k ɔː l ɔ r̥ s		
orientation	475.53346079342015	6037		ɔː r i j ɛ n t aː tʰ j ɔː n		
plotarea	475.45469096390326	6036		pʰ l ɔː t a r ɛː a		
imagesize	475.3759211343864	6035		ɪː m a c ɛː s ɪː z ɛː		
scalemajor	475.3759211343864	6035		s k aː l ɛː m a i j ɔː r		
timeaxis	475.3759211343864	6035		t ɪː m ɛ a k s ɪ s		
dateformat	475.2971513048695	6034		t aː t ɛː f ɔ r m aː t		
alignbars	475.2183814753526	6033		aː l ɪ k n p a r̥ s		
yyyy	475.0608418163188	6031		iː j yː		
horizontal	474.5094530097007	6024		h ɔː r ɪ t͡s ɔ n̥ tʰ aː l		
bardata	474.03683403259936	6018		p a r t aː t a		
backgroundcolors	473.9580642030825	6017		p a k k r o u n t k ɔː l ɔ r̥ s		
nafngifta	473.5642150554981	6012		n a p n c ɪ f t a		
textdata	473.4854452259812	6011		tʰ ɛ k s t t aː t a		
in	472.38266761274485	5997		ɪː n		
ef	461.11858199183064	5854		ɛː v		ɛː v
enn	456.39239222081767	5794		ɛ nː		ɛ nː
átti	452.84774989255794	5749		a u h t ɪ		a u h t ɪ
höfðu	449.61818688236576	5708		h œ v ð ʏ		
niður	446.94001267879173	5674		n ɪː ð ʏ r		n ɪː ð ʏ r
hins	446.2310842131398	5665		h ɪ n s		
stjórn	444.104298816184	5638		s t j o u r t n		s t j o u r t n
stað	443.63167983908266	5632		s t aː ð		
koma	432.6039037067191	5492		kʰ ɔː m a		kʰ ɔː m a
öðrum	426.5386268339192	5415		œ ð r ʏ m		
þannig	423.6241431417945	5378		θ a nː ɪ ɣ		θ a nː ɪ ɣ
henni	423.309063823727	5374		h ɛ nː ɪ		
innan	421.1035085972543	5346		ɪ nː a n		ɪ nː a n
landsins	420.00073098401793	5332		l a n t͡s ɪ n s		
árum	414.80192223590365	5266		a uː r ʏ m		
þessi	413.226525645566	5246		θ ɛ sː ɪ		θ ɛ sː ɪ
auk	409.44557382875564	5198		ø yː k		
íslenskur	407.3975582613167	5172		i s t l ɛ n s k ʏ r		iː s l ɛ n s k ʏ r
forseti	407.08247894324916	5168		f ɔ r̥ s ɛː t ɪ		f ɔ r̥ s ɛː t ɪ
mikið	402.4350590017531	5109		m ɪː c ɪ ð		m ɪː c ɪ ð
hluta	401.3322813885167	5095		l̥ ʏː t a		
evrópu	400.93843224093234	5090		ɛ v r o uː p ʏ		
sitt	397.31502008315573	5044		s ɪ h t		
geta	396.1334726404025	5029		c ɛː t a		c ɛː t a
grein	391.1709733808389	4966		k r e iː n		k r e iː n
kemur	384.08168872431946	4876		cʰ ɛː m ʏ r		
þátt	379.51303861234027	4818		θ a u h t		
vann	379.3554989533065	4816		v a nː		
stofnað	378.64657048765457	4807		s t ɔ p n aː ð		
dag	377.1499437268338	4788		t aː ɣ		
íslenskir	375.96839628408054	4773		i s t l ɛ n s c ɪ r		
sá	371.7148254901689	4719		ʂ a uː		s a uː
þáttur	370.0606590703144	4698		θ a u h t ʏ r		θ a u h t ʏ r
hægt	367.46125469625724	4665		h a i x t		
sögu	366.3584770830209	4651		s œː ɣ ʏ		
þessum	365.64954861736896	4642		θ ɛ sː ʏ m		
lag	365.4920089583352	4640		l aː ɣ		l aː ɣ
líka	365.17692964026764	4636		l iː k a		l iː k a
fjöldi	365.09815981075076	4635		f j œ l t ɪ		f j œ l t ɪ
new	364.7043106631663	4630		n ɛː v		
vegar	359.74181140360275	4567		v ɛː ɣ a r		
komið	359.3479622560183	4562		kʰ ɔː m ɪː ð		
samkvæmt	358.24518464278196	4548		s a m kʰ v a i m̥ t		s a m kʰ v a i m̥ t
